0,1,false,0
500,3,false,0
1000,0,false,0
1500,2,false,0
2000,1,true,1000
3000,3,false,0
3500,0,false,0
4000,2,false,0
4500,1,false,0
5000,3,true,800
5800,0,false,0
6300,2,false,0
6800,1,false,0
7300,3,false,0
7800,0,true,1000
8800,2,false,0
9300,1,false,0
9800,3,false,0
10300,0,false,0
10800,2,true,800
11600,1,false,0
12100,3,false,0
12600,0,false,0
13100,2,false,0
13600,1,true,1000
14600,3,false,0
15100,0,false,0
15600,2,false,0
16100,1,false,0
16600,3,true,800
17400,0,false,0
17900,2,false,0
18400,1,false,0
18900,3,false,0
19400,0,true,1000
20400,2,false,0
20900,1,false,0
21400,3,false,0
21900,0,false,0
22400,2,true,800
23200,1,false,0
23700,3,false,0
24200,0,false,0
24700,2,false,0
25200,1,true,1000
26200,3,false,0
26700,0,false,0
27200,2,false,0
27700,1,false,0
28200,3,true,800
29000,0,false,0
29500,2,false,0
30000,1,false,0
30500,3,false,0
31000,0,true,1000
32000,2,false,0
32500,1,false,0
33000,3,false,0
33500,0,false,0
34000,2,true,800
34800,1,false,0
35300,3,false,0
35800,0,false,0
36300,2,false,0
36800,1,true,1000
37800,3,false,0
38300,0,false,0
38800,2,false,0
39300,1,false,0
39800,3,true,800
40600,0,false,0
41100,2,false,0
41600,1,false,0
42100,3,false,0
42600,0,true,1000
43600,2,false,0
44100,1,false,0
44600,3,false,0
45100,0,false,0
45600,2,true,800
46400,1,false,0
46900,3,false,0
47400,0,false,0
47900,2,false,0
48400,1,true,1000
49400,3,false,0
49900,0,false,0
50400,2,false,0
50900,1,false,0
51400,3,true,800
52200,0,false,0
52700,2,false,0
53200,1,false,0
53700,3,false,0
54200,0,true,1000
55200,2,false,0
55700,1,false,0
56200,3,false,0
56700,0,false,0
57200,2,true,800
58000,1,false,0
58500,3,false,0
59000,0,false,0
59500,2,false,0
60000,1,true,1000
